p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
1590	1.39699766461746e-15	0.419966233573411	0.759	0.488	2.32658389779641e-14	1	ENY2
1591	1.40550039825945e-15	-0.445156955565087	0.005	0.272	2.33791751029316e-14	1	OPTN
1592	1.46721968123683e-15	0.395217903897377	0.565	0.296	2.43763771648671e-14	1	GLTP
1593	1.49831978298557e-15	0.295115629093386	0.319	0.111	2.48630823747715e-14	1	ITPRID2
1594	1.5270859040167e-15	-1.03851492034116	0.021	0.295	2.53099327990638e-14	1	CD79B
1595	1.53128302846109e-15	0.380815272308852	0.534	0.284	2.53489917680224e-14	1	CLTC
1596	1.61186142679621e-15	-0.572906549387326	0.005	0.271	2.66189057928827e-14	1	CCR7
1597	1.76990778578409e-15	-0.492398424726704	0.026	0.3	2.91939400402446e-14	1	PRKCH
1598	1.78712081382894e-15	0.345422555318771	0.801	0.519	2.94426016373996e-14	1	CD63
1599	2.04270771698874e-15	-0.502435906199705	0.23	0.523	3.36131581673667e-14	1	TMC6
1600	2.23044652362997e-15	-0.471393444132998	0.874	0.905	3.66586395822859e-14	1	CALM1
1601	2.29053163342722e-15	0.336786781735014	0.419	0.176	3.7556538318087e-14	1	GAA
1602	2.42024795035985e-15	0.353012890198443	0.325	0.116	3.9636236647213e-14	1	TTYH3
1603	2.96352805089369e-15	0.275177739002652	0.246	0.071	4.84183533154909e-14	1	CARD9
1604	3.24211718511846e-15	-0.489960648527623	0.482	0.749	5.29072037803751e-14	1	C12orf57
1605	3.30357631341361e-15	0.386373241966429	0.927	0.819	5.38463391297581e-14	1	PNRC1
1606	3.71408864316011e-15	0.348841793398528	0.571	0.279	6.03945016319294e-14	1	LGALS9
1607	3.81085338572732e-15	0.28921283565423	0.387	0.156	6.18949100019132e-14	1	ATG7
1608	3.82380109450682e-15	-0.447572214268388	0.073	0.36	6.20320523847379e-14	1	OFD1
1609	4.20114773112117e-15	0.373498201887414	0.613	0.338	6.80734208243904e-14	1	CHMP1B
1610	4.30919704215464e-15	0.412120403125319	0.524	0.272	6.9742151423732e-14	1	MID1IP1
1611	4.5805244259882e-15	0.369765689959351	0.571	0.291	7.40464353510979e-14	1	UNC93B1
1612	4.61934159042016e-15	0.325675743599212	0.56	0.283	7.45863912366434e-14	1	ADCY7
1613	4.75715515872581e-15	0.27569520641151	0.314	0.107	7.67216604228695e-14	1	SLC40A1
1614	4.78663164067821e-15	0.340643790896385	0.895	0.653	7.71067574117672e-14	1	TPI1
1615	5.11944652632784e-15	0.421700233701445	0.791	0.51	8.23716553821417e-14	1	POU2F2
1616	5.16470026889534e-15	0.286500204426468	0.267	0.078	8.30028200740904e-14	1	CLMN
1617	5.78650007953022e-15	0.281111264690581	0.293	0.099	9.28874890388925e-14	1	DENND1A
1618	5.86550606393411e-15	0.319811935234844	0.403	0.171	9.40461176001914e-14	1	TMEM127
1619	6.03623231896369e-15	-0.432779424578372	0.037	0.307	9.66709624756824e-14	1	ANXA2R
1620	6.07490673888316e-15	0.399228754227458	0.471	0.229	9.71773408996954e-14	1	PLCB2
1621	6.6558778297039e-15	0.311321872875832	1	0.958	1.06347337991313e-13	1	ATP5F1E
1622	7.02306036000272e-15	-0.372635473503121	0.932	0.933	1.12084137124354e-13	1	RPS4Y1
1623	7.26418788677242e-15	0.356786954983306	0.848	0.624	1.15664346548574e-13	1	PKM
1624	7.37239472994103e-15	0.327879121197579	0.408	0.168	1.17251723574455e-13	1	C15orf39
1625	7.5747241926609e-15	0.299391681372554	0.319	0.111	1.20330653178222e-13	1	JAZF1
1626	7.88480096424443e-15	0.402457855270398	0.827	0.567	1.25112170138869e-13	1	EIF3A
1627	9.31563244288269e-15	-0.437459393130905	0	0.253	1.47306780293712e-13	1	TC2N
1628	1.07743450670332e-14	0.298770360807834	0.309	0.106	1.70177814917715e-13	1	CPD
1629	1.13855473899698e-14	-0.48773571778637	0.005	0.261	1.79625594733166e-13	1	TRABD2A
1630	1.14855544697759e-14	0.351291608192927	0.759	0.491	1.80996043148996e-13	1	MTPN
1631	1.16925628673758e-14	0.332114621067958	0.393	0.164	1.8404762099699e-13	1	MBOAT7
1632	1.37658173342944e-14	0.370101394893286	0.592	0.323	2.15941460302093e-13	1	PREX1
1633	1.43899286024288e-14	0.316384731922141	0.356	0.139	2.25474956360923e-13	1	DENND5A
1634	1.46711517214953e-14	0.299856463259603	0.314	0.11	2.29620196204721e-13	1	CCR2
1635	1.47733691173722e-14	0.360622597475283	0.649	0.364	2.30957562830383e-13	1	NAAA
1636	1.53028030307084e-14	0.338564089400116	0.932	0.808	2.38963158891096e-13	1	TPM3
1637	1.55421690534691e-14	0.308118054148795	0.366	0.146	2.42426154443295e-13	1	ABHD2
1638	1.5605103264132e-14	0.410202692186836	0.518	0.272	2.43132451648066e-13	1	ATG16L2
1639	1.73118041667478e-14	0.287266275997121	0.272	0.089	2.691145358788e-13	1	DAPK1
1640	1.77740164129203e-14	-0.445404637095227	0.047	0.316	2.7598819397424e-13	1	ODF2L
1641	1.80723055307907e-14	0.3969903634154	0.696	0.431	2.80303900986013e-13	1	JMJD1C
1642	1.81489018153966e-14	-0.535436580702425	0.005	0.256	2.81175280881279e-13	1	C12orf75
1643	1.8433105821017e-14	0.360195864886236	0.461	0.22	2.85257490418952e-13	1	SPTLC2
1644	1.84875100294523e-14	0.35363240674383	0.948	0.827	2.85778311600052e-13	1	EMP3
1645	1.87449126371339e-14	-0.454383346269099	0.047	0.312	2.89432378644894e-13	1	ITGB7
1646	1.90247972132806e-14	0.306193656467462	0.319	0.119	2.93425007859478e-13	1	SLC43A3
1647	2.14456724969e-14	-0.42377746445718	0.518	0.724	3.30392894071368e-13	1	UBXN1
1648	2.50655759594725e-14	0.315554210377845	0.387	0.16	3.85299305457383e-13	1	MANBA
1649	2.55634432764111e-14	0.33151079294272	0.586	0.311	3.92514274521751e-13	1	NORAD
1650	2.58102852507403e-14	0.364406920178687	0.508	0.259	3.95863094385798e-13	1	JARID2
1651	2.96658267177103e-14	-0.388123350591425	0.016	0.271	4.54491024897691e-13	1	VEGFB
1652	2.97946070050863e-14	0.309842632380458	0.346	0.133	4.55956802534504e-13	1	GGA3
1653	3.06070317487462e-14	0.29499575243977	0.325	0.122	4.67869753912854e-13	1	AP5B1
1654	3.19755487492089e-14	0.330616606142582	0.366	0.146	4.88247486610704e-13	1	KLF7
1655	3.42090106276237e-14	0.305451148154181	0.476	0.223	5.21772650469835e-13	1	NCOA1
1656	3.49694607917713e-14	0.389960765039031	0.466	0.222	5.32781397660472e-13	1	RAB8B
1657	3.64212789207339e-14	-0.389485315436929	0	0.244	5.53675799751952e-13	1	SIT1
1658	3.68655041005955e-14	0.304894099209318	0.325	0.123	5.59811012103089e-13	1	RP2
1659	3.71812684593292e-14	0.451116751008263	0.461	0.228	5.63984152522402e-13	1	SLC25A37
1660	3.79494440749658e-14	0.317366979795911	0.513	0.256	5.74821614487923e-13	1	PPP1R9B
1661	3.92978192206674e-14	-0.375981281971221	0.157	0.446	5.94126085758783e-13	1	PRMT1
1662	4.02374649990448e-14	0.36643594345133	0.775	0.545	6.07665137534917e-13	1	LAMTOR5
1663	4.07709107241126e-14	-0.414728670940733	0.618	0.798	6.15046827385765e-13	1	PSMB9
1664	4.50122341325938e-14	-0.506102956206704	0.105	0.373	6.77544809517175e-13	1	PBXIP1
1665	4.73868864503989e-14	0.335024898220235	0.455	0.218	7.12510466246008e-13	1	FAR1
1666	4.76114630385267e-14	0.35563764987423	0.403	0.184	7.1510652173351e-13	1	YWHAG
1667	4.86549258878355e-14	0.388355880917616	0.555	0.302	7.2998289134331e-13	1	AKIRIN2
1668	4.91768221394911e-14	-0.510987980263974	0	0.241	7.37010197309261e-13	1	SAMD3
1669	5.18357265112517e-14	0.35957372109371	0.796	0.553	7.75172053463052e-13	1	ATP6V1F
1670	5.45379384206546e-14	-0.420606207983054	0.497	0.723	8.13362340880623e-13	1	SOD1
1671	5.45402201453378e-14	-0.444668175313945	0.361	0.601	8.13362340880623e-13	1	CD47
1672	5.45666741431566e-14	-0.46035997492364	0.141	0.411	8.13362340880623e-13	1	PDE7A
1673	5.49815357497265e-14	0.353246645902602	0.733	0.493	8.18660207438901e-13	1	CLTA
1674	5.78391416653602e-14	0.315808569687273	0.314	0.118	8.60279155677113e-13	1	TBC1D9
1675	5.83964415935777e-14	-0.750113179703937	0.005	0.248	8.67631272997136e-13	1	KLRG1
1676	5.90827991406918e-14	0.337895635625944	0.89	0.692	8.76882966125806e-13	1	LAMTOR4
1677	5.9667548825819e-14	0.346057962618351	0.492	0.25	8.84608342279877e-13	1	MAPK14
1678	6.01857879805444e-14	-0.412073067030598	0.089	0.353	8.91332105221546e-13	1	HMOX2
1679	6.09686998600297e-14	0.383478244863718	0.586	0.337	9.01956931441664e-13	1	PIAS1
1680	6.1468534257373e-14	0.311390887361611	0.304	0.111	9.08375667732616e-13	1	SERPINB8
1681	6.27293415361947e-14	-0.397771027655569	0.995	0.998	9.26014170394437e-13	1	MT-ND5
1682	6.39001983786688e-14	0.339608997964842	0.393	0.168	9.4228847138052e-13	1	EDEM3
1683	6.79462029987651e-14	0.292606013217108	0.44	0.188	1.00088027155293e-12	1	BASP1
1684	6.98214211660696e-14	-0.509671438356283	0.094	0.364	1.0264562511363e-12	1	PPM1K
1685	6.98315187188492e-14	0.271430292993324	0.241	0.072	1.0264562511363e-12	1	S100Z
1686	7.57814024465775e-14	0.292132905781832	0.372	0.153	1.11154127358542e-12	1	INPPL1
1687	7.70140290463389e-14	-0.394396683604391	0	0.238	1.12841938516513e-12	1	LY9
1688	7.97798339726732e-14	-1.42636656793457	0.005	0.246	1.16770207577644e-12	1	KLRB1
1689	8.07215557881137e-14	0.265660549085637	0.335	0.128	1.18023140962812e-12	1	KLHL8
1690	8.30377518664917e-14	0.289708230120855	0.45	0.204	1.21280907365556e-12	1	RARA
1691	8.50827534073514e-14	-0.25454046830081	1	0.982	1.24136097741467e-12	1	TMSB10
1692	9.74943829446898e-14	-0.43811161660641	0.555	0.751	1.42094194317165e-12	1	HMGN1
1693	9.84628603981237e-14	0.314642385656438	0.372	0.152	1.4335401440416e-12	1	NUP58
1694	1.01679939026213e-13	0.311788812917466	0.435	0.202	1.47881499493984e-12	1	ETV6
1695	1.04129796952472e-13	0.289205089669263	0.901	0.634	1.51284777787594e-12	1	PRKCB
1696	1.09240577949869e-13	0.402065799352689	0.607	0.343	1.58375840010899e-12	1	MAP3K1
1697	1.14641684740166e-13	0.259477326173515	0.309	0.112	1.65683097998562e-12	1	MTMR3
1698	1.19478547223409e-13	0.349038130573913	0.539	0.298	1.72492456070023e-12	1	SERINC1
1699	1.22438837401763e-13	0.298398399051627	0.325	0.126	1.76581163092615e-12	1	RNF135
1700	1.23134683238042e-13	0.307386910449216	0.869	0.617	1.77398953162925e-12	1	FLNA
1701	1.25384204855336e-13	-0.408185928657609	0.162	0.432	1.80262698692332e-12	1	TMEM243
1702	1.30880215500572e-13	0.300363270917314	0.759	0.517	1.87968009185545e-12	1	FERMT3
1703	1.40298070252844e-13	0.256367219304346	0.293	0.103	2.01283887665877e-12	1	MICAL2
1704	1.55993479266345e-13	0.329111628486102	0.283	0.099	2.23569010399101e-12	1	ATF3
1705	1.82735516769323e-13	-0.519548492456706	0.304	0.59	2.61623313145935e-12	1	GABPB1-AS1
1706	1.88367817141866e-13	-0.848535169565139	0.005	0.239	2.69407055606949e-12	1	HOPX
1707	1.96637039456904e-13	0.322765752222286	0.398	0.183	2.80923271632091e-12	1	NCF4
1708	1.96827820463928e-13	0.330461204978389	0.309	0.116	2.80923271632091e-12	1	KLHL18
1709	1.97512496580728e-13	-0.399832411469221	0.031	0.28	2.81608655839168e-12	1	PA2G4P6
1710	1.98609092919693e-13	0.321909482283601	0.366	0.154	2.82879321280551e-12	1	GIMAP8
1711	2.05406292224732e-13	0.322449140021589	0.361	0.155	2.92258353596202e-12	1	AGPAT2
1712	2.19146940532835e-13	0.335990139466448	0.476	0.232	3.11487183896671e-12	1	WDFY2
1713	2.40768896739951e-13	-0.389020307320628	0.56	0.741	3.41867011834984e-12	1	UXT
1714	2.554644954164e-13	0.334231946038789	0.691	0.417	3.62359680264683e-12	1	MGAT1
1715	2.79507294036966e-13	0.408605596337263	0.555	0.317	3.96054934235714e-12	1	DICER1
1716	2.81908111868084e-13	0.339751274393825	0.654	0.404	3.99046292369899e-12	1	ADPGK
1717	2.87030622340156e-13	0.255075492561238	0.267	0.09	4.05880160317348e-12	1	ARL11
1718	2.91937673395835e-13	-0.430878745035902	0.429	0.668	4.12395648787778e-12	1	DDX24
1719	2.92598852793643e-13	0.325340522176414	0.398	0.178	4.12906147492505e-12	1	METRNL
1720	3.49973000561964e-13	0.429656617830616	1	0.987	4.92860750177907e-12	1	H3-3B
1721	3.54656387310828e-13	-0.375758603606107	0.005	0.235	4.97928891175539e-12	1	TMEM204
1722	3.55125900385116e-13	0.299723387869676	0.466	0.225	4.98080348880265e-12	1	HHEX
1723	3.98285901241982e-13	-1.29350078491912	0.005	0.234	5.58045952981263e-12	1	GZMA
1724	4.15033668463288e-13	0.330710560793515	0.984	0.934	5.80920601193583e-12	1	IER2
1725	4.84625117540247e-13	0.352736418745211	0.576	0.333	6.769514953227e-12	1	EP300
1726	5.01522358100711e-13	-0.389782127630173	0.031	0.271	6.99136380376628e-12	1	FAM102A
1727	5.04578178038983e-13	0.343824954763322	0.487	0.253	7.02685060276128e-12	1	CUX1
1728	5.18424808642857e-13	0.302496315330832	0.503	0.25	7.21238877721017e-12	1	HIPK1
1729	5.73487926073394e-13	-0.414478981784537	0.309	0.579	7.94632716882179e-12	1	MPHOSPH8
1730	5.9721476592195e-13	-0.399444815971716	0.366	0.601	8.26677283521911e-12	1	C1QBP
1731	6.03513083526957e-13	-0.419943632242582	0.131	0.389	8.33719729129066e-12	1	RHOF
1732	6.06985360683712e-13	-0.348081895010541	0	0.224	8.37676289849375e-12	1	BEX2
1733	6.30373764860669e-13	0.281982485378547	0.393	0.172	8.69082869211812e-12	1	FEZ2
1734	6.42453002162749e-13	0.29830759536269	0.539	0.283	8.84850519878755e-12	1	DAPP1
1735	6.63854646478576e-13	0.36765257520023	0.393	0.179	9.13413591003939e-12	1	PTPN12
1736	7.1482928271994e-13	0.250145822754499	0.209	0.059	9.81564076581116e-12	1	HSPA6
1737	7.15523366650287e-13	-0.529010777979296	0.304	0.553	9.81564076581116e-12	1	PRMT2
1738	7.27144606027145e-13	0.285098139674464	0.518	0.267	9.96513697394215e-12	1	ACTN1
1739	7.69102892333364e-13	0.337157468536889	0.455	0.225	1.05296760796296e-11	1	CERT1
1740	7.92871549654713e-13	0.28958842914059	0.325	0.128	1.08443096855952e-11	1	BMP2K
1741	8.16734639340576e-13	-0.406653203437338	0.948	0.948	1.11596093131327e-11	1	MYL12A
1742	8.30355612581751e-13	0.339229483746639	0.586	0.318	1.13344775541015e-11	1	COMT
1743	9.04592275083599e-13	0.259088718261195	0.366	0.159	1.23355934700261e-11	1	DNAJC5
1744	9.27149822827753e-13	0.346422521960604	0.581	0.311	1.2630696844517e-11	1	CD4
1745	9.43677020041584e-13	0.265668115953928	0.251	0.084	1.28431458468703e-11	1	SNX30
1746	9.61819804471457e-13	0.301457443079754	0.455	0.224	1.30642447406167e-11	1	PRCP
1747	9.67215358082154e-13	-0.383179006521702	0.005	0.231	1.31230131343697e-11	1	TMEM156
1748	9.7900226720815e-13	0.269389592939979	0.366	0.156	1.32584053355534e-11	1	MICU1
1749	1.05295347445416e-12	0.306554598915414	0.298	0.115	1.4245901968229e-11	1	ETS2
1750	1.07116509927751e-12	-1.65298077232193	0.021	0.249	1.44780735155536e-11	1	CCL5
1751	1.0748252498781e-12	0.268416847830115	0.414	0.19	1.45133021240893e-11	1	PRKACA
1752	1.1628017614026e-12	0.273401017558443	0.445	0.211	1.5685865484621e-11	1	VCL
1753	1.18079346063266e-12	0.30844713533979	0.791	0.545	1.59129827135946e-11	1	RHOG
1754	1.19123293712283e-12	0.359213233567056	0.634	0.402	1.60379777546361e-11	1	CD46
1755	1.21325138227002e-12	-0.396946149404	0.01	0.234	1.62866581754435e-11	1	STMN3
1756	1.21510309398053e-12	0.275249415200036	0.398	0.176	1.62956328270631e-11	1	ARID3A
1757	1.23289154252713e-12	0.254519414468021	0.361	0.153	1.65181081860177e-11	1	CORO1C
1758	1.26967918892906e-12	0.266406987040048	0.408	0.183	1.69779528826408e-11	1	SLC12A6
1759	1.30714597433724e-12	0.344634641728968	0.435	0.217	1.7445078977274e-11	1	CYB5R4
1760	1.35328025607712e-12	-0.454528604226552	0.052	0.292	1.80433000648113e-11	1	DGKA
1761	1.43257818698236e-12	0.3086810606362	0.366	0.167	1.90636708882203e-11	1	BCKDK
1762	1.44955710656854e-12	-0.396014619965036	0	0.218	1.92641147752573e-11	1	ITK
1763	1.45043832294648e-12	-0.4222073837565	0.173	0.434	1.92641147752573e-11	1	PARP1
1764	1.47824365613135e-12	-0.429049058413524	0.382	0.627	1.95956206697758e-11	1	TNFAIP8
1765	1.83426832299477e-12	0.281074660201004	0.408	0.183	2.42450840811966e-11	1	AL442635.1
1766	1.87216239596136e-12	0.315851890744701	0.508	0.269	2.47222365096604e-11	1	TRIP12
1767	1.93392582046047e-12	-0.38736460138324	0	0.216	2.55133719590058e-11	1	CD96
1768	1.95728364350274e-12	-0.51214917976615	0.115	0.362	2.57721487781675e-11	1	RCAN3
1769	1.98958701626293e-12	0.370032817997414	0.806	0.615	2.61724756208112e-11	1	GDI2
1770	2.0277722045159e-12	0.318413127330412	0.309	0.117	2.6649338332822e-11	1	NFIA
1771	2.13130398749288e-12	0.263638013442677	0.372	0.158	2.79832696089032e-11	1	SOAT1
1772	2.17601524255619e-12	0.273188051736624	0.293	0.11	2.85431027959299e-11	1	MLKL
1773	2.21106900276462e-12	0.331589866055178	0.372	0.166	2.89753124406062e-11	1	FTH1P10
1774	2.36072245915635e-12	0.280671629632413	0.298	0.117	3.09070631463501e-11	1	CXCL16
1775	2.3718439435996e-12	0.278146187384406	0.424	0.202	3.10231781910705e-11	1	VAMP3
1776	2.38353179274533e-12	0.308602529771741	0.429	0.202	3.11464737964719e-11	1	NBEAL2
1777	2.40008056700288e-12	0.343783173714271	0.838	0.665	3.13329949282755e-11	1	PRR13
1778	2.48099158422643e-12	0.354375304724171	0.513	0.285	3.2358614668135e-11	1	HOOK3
1779	2.61861608601083e-12	-0.559512579509023	0.377	0.605	3.4121286047897e-11	1	ABHD17A
1780	3.00165854961238e-12	0.351128091070875	0.581	0.34	3.90385677089814e-11	1	ECHDC1
1781	3.06869828174322e-12	0.273226371415948	0.356	0.156	3.98728126740088e-11	1	CPT1A
1782	3.18316266772532e-12	0.306345832487592	0.393	0.189	4.13211116141195e-11	1	GLB1
1783	3.48200574288754e-12	-0.38000178810087	0.77	0.874	4.50306714523851e-11	1	UBB
1784	3.52337271253713e-12	0.347607902610636	0.67	0.412	4.55229009097315e-11	1	ARID1A
1785	3.60694304986833e-12	-0.363187835478704	0.021	0.244	4.65589752819461e-11	1	CCND2
1786	3.79457579548299e-12	0.326865694277471	0.853	0.675	4.89351052726472e-11	1	PRELID1
1787	3.93952303580274e-12	0.26567250042242	0.45	0.229	5.07568295342481e-11	1	AFTPH
1788	3.98009080285273e-12	0.315730952741031	0.309	0.125	5.12315800258791e-11	1	MTF1
1789	4.27027947178735e-12	-0.394464858368856	0.005	0.218	5.49136955960483e-11	1	TPD52
1790	4.27412195447352e-12	0.309665666606271	1	0.948	5.49136955960483e-11	1	JUNB
1791	4.34093268267562e-12	0.339855063302996	0.859	0.664	5.5720098637923e-11	1	STK17B
1792	4.41988935661911e-12	0.291304992323281	0.335	0.143	5.66807598777607e-11	1	CD58
1793	4.56704799533259e-12	-0.364308470791809	0	0.209	5.85134437578752e-11	1	CAMK4
1794	4.61466979971632e-12	0.321371238061718	0.812	0.585	5.90686311816848e-11	1	WSB1
1795	4.67802103881881e-12	0.34983818868612	0.712	0.501	5.98239403599364e-11	1	LAMP1
1796	4.71862029189131e-12	-0.491644597578718	0.455	0.685	6.02871588870306e-11	1	ATM
1797	4.73220683809211e-12	-0.28167518244908	0.958	0.95	6.04047124940154e-11	1	EEF2
1798	4.80033615023428e-12	-0.326954991713441	0.806	0.903	6.11044637681856e-11	1	PPIA
1799	4.9315480239035e-12	-0.4303326836303	0.717	0.841	6.27167229300304e-11	1	SRSF7
1800	5.00070727278065e-12	0.275018743141193	0.251	0.09	6.34790242101455e-11	1	ITPRIPL2
1801	5.014215752737e-12	-0.42372542569893	0.34	0.583	6.35918909414795e-11	1	PDCD4
1802	5.0583264653024e-12	0.380301133556907	0.503	0.276	6.40923002820699e-11	1	OTUD1
1803	5.1224475659144e-12	0.305339120694483	0.471	0.251	6.4845101401966e-11	1	LGALS8
1804	5.14113179868482e-12	-0.421682026686463	0.141	0.388	6.50218625007218e-11	1	CYFIP2
1805	5.22222047218587e-12	0.344094203092115	0.806	0.56	6.5962725743938e-11	1	COX5A
1806	5.22510228611315e-12	0.37157383763561	0.665	0.424	6.5962725743938e-11	1	PAK2
1807	5.32025708187129e-12	0.268297226600879	0.351	0.154	6.71024732496459e-11	1	PPM1F
1808	5.39141310939897e-12	0.267509904453721	0.304	0.119	6.79377243876963e-11	1	KIAA0232
1809	5.61788757185852e-12	-1.50330202568467	0.005	0.216	7.07268423466247e-11	1	CD79A
1810	5.64533489966268e-12	-0.45886113448957	0.01	0.223	7.1007486368086e-11	1	LEF1
1811	5.71719956521551e-12	-0.453887732382344	0.094	0.335	7.18457934413442e-11	1	RUNX3
1812	5.82977576970732e-12	-0.322711660069535	0.01	0.226	7.31937116464712e-11	1	ATP6V0E2
1813	6.3575599255339e-12	-0.363404861326213	0.037	0.266	7.96748615599439e-11	1	MARCHF9
1814	6.46976605172352e-12	0.282211119516243	0.304	0.123	8.100735257308e-11	1	SAP30
1815	6.62923266582222e-12	0.285846724064127	0.618	0.369	8.29286298877106e-11	1	MAPK1
1816	6.82895462346214e-12	0.277095081646469	0.387	0.18	8.53495390462287e-11	1	SNORD3B-2
1817	6.84321017839258e-12	-0.52867590383099	0.618	0.739	8.54501666246609e-11	1	UCP2
1818	6.99655723536506e-12	-0.940168809368132	0	0.206	8.72858539879374e-11	1	PRF1
1819	7.17355448254835e-12	0.268099230177395	0.272	0.102	8.94130008037452e-11	1	HK3
1820	7.56887167127619e-12	-0.356276109529371	0.005	0.214	9.41698911729782e-11	1	TESPA1
1821	8.04621034775572e-12	-0.377537229842376	0.021	0.238	1.00018461299314e-10	1	TNRC6C
1822	8.1168215564127e-12	0.287651183497353	0.497	0.267	1.00805214875088e-10	1	FGD5-AS1
1823	8.59924356973686e-12	0.310785122477417	0.628	0.4	1.06508436767973e-10	1	OS9
1824	8.84338221884697e-12	0.284731468802491	0.45	0.216	1.09335640305367e-10	1	GAPT
1825	8.9236364249119e-12	0.317162583275557	0.571	0.332	1.10228918816423e-10	1	TXNDC17
1826	9.287265038933e-12	-0.357102424400461	0	0.204	1.14617832778875e-10	1	SCML4
1827	9.57215023685369e-12	0.342795601753513	0.733	0.499	1.18027954531948e-10	1	GNB1
1828	9.76503051161726e-12	0.259041879558442	0.34	0.149	1.20191032382935e-10	1	RCOR1
1829	9.77658246172212e-12	0.336198538616124	0.56	0.33	1.20225777004731e-10	1	MIS18BP1
1830	9.84229535962182e-12	0.310003832073411	0.524	0.299	1.20925900078565e-10	1	ATP6AP1
1831	1.06965044872535e-11	-0.384885736374556	0	0.203	1.31303882622944e-10	1	TNFRSF25
1832	1.07215521725713e-11	0.276901928140583	0.351	0.152	1.31458303516705e-10	1	GABARAPL1
1833	1.10056366667979e-11	0.318251142656114	0.618	0.381	1.34738341166051e-10	1	PTK2B
1834	1.12557671494391e-11	-0.389465120041842	0.058	0.285	1.37678224644072e-10	1	FKBP11
1835	1.13492796312252e-11	-0.356050447842538	0.346	0.591	1.38698871660039e-10	1	HSPE1
1836	1.14591564300068e-11	-0.431562915166686	0.277	0.503	1.39917519069577e-10	1	SNHG7
1837	1.19004471542277e-11	-0.366870938569912	0.037	0.259	1.44844854510195e-10	1	ATF7IP2
1838	1.19047684096087e-11	-0.411910733087508	0.288	0.546	1.44844854510195e-10	1	DDX6
1839	1.19779403735899e-11	0.298984445137974	0.476	0.248	1.45606507295193e-10	1	ATOX1
1840	1.21154720634942e-11	0.320047283782206	0.545	0.311	1.47148497998682e-10	1	WASHC4
1841	1.2180613409836e-11	0.343654695360275	0.681	0.454	1.47809329069314e-10	1	TMEM165
1842	1.23625551550839e-11	-0.353771457924603	0.089	0.328	1.49885098724445e-10	1	AL360181.3
1843	1.24669303592611e-11	0.301261468563366	0.45	0.227	1.50884913741743e-10	1	PXN
1844	1.33682544064558e-11	-0.429450942011012	0.016	0.227	1.61368070061451e-10	1	SEL1L3
1845	1.37898489048659e-11	0.349156700544399	0.518	0.289	1.66165869612176e-10	1	WDR26
1846	1.38499910817444e-11	-0.394348792886611	0.382	0.63	1.66599063029577e-10	1	CDC42SE2
1847	1.38837658448639e-11	0.315715320926817	0.942	0.853	1.66859604695733e-10	1	CALM2
1848	1.41327290885165e-11	0.269652128058802	0.398	0.191	1.69703642315726e-10	1	FKBP15
1849	1.41758756542022e-11	0.301467748864916	0.885	0.686	1.70073462879205e-10	1	SEC61B
1850	1.53373338929265e-11	-0.362357180277724	0.031	0.25	1.83687912788936e-10	1	SUSD3
1851	1.56686804114793e-11	0.305991675141033	0.639	0.379	1.87330499398702e-10	1	PTBP3
1852	1.6179680908702e-11	0.329201975952815	0.482	0.255	1.93272112016958e-10	1	C20orf27
1853	1.62429283569073e-11	-0.419743651676715	0.01	0.216	1.93859490692968e-10	1	TXK
1854	1.69471295040341e-11	0.284325840668828	0.843	0.59	2.02089017020832e-10	1	SAMHD1
1855	1.74114347175258e-11	0.352856279496707	0.728	0.502	2.07446098931214e-10	1	MBD2
1856	1.81814246931538e-11	0.329317761146284	0.791	0.604	2.16245908720904e-10	1	SEC11A
1857	1.87791261521024e-11	-0.344043882813801	0	0.199	2.22969745252505e-10	1	TRAT1
1858	1.94666296915697e-11	-0.426567164903335	0.623	0.785	2.3073484573321e-10	1	IKZF1
1859	1.97801857265978e-11	0.264450293430112	0.309	0.128	2.34249783329691e-10	1	SLC35A1
1860	1.99122444097066e-11	-0.434310446551162	0.042	0.26	2.35408877472008e-10	1	ARID5B
1861	2.22348451513565e-11	0.292738323106723	0.346	0.151	2.626419573496e-10	1	PEA15
1862	2.27976271838238e-11	-0.372465368207694	0.021	0.228	2.69058885349448e-10	1	TRAF5
1863	2.48488449805162e-11	-0.340112179130651	0	0.197	2.92765733033918e-10	1	CD5
1864	2.57554257194071e-11	0.270741205831354	0.382	0.178	3.0318758840461e-10	1	PHF21A
1865	2.68148461002009e-11	0.307963091223271	0.366	0.167	3.15389304302363e-10	1	CPQ
1866	2.70288823858666e-11	-0.366252516368897	0.063	0.29	3.17635492406604e-10	1	SLC25A45
1867	2.73367588691837e-11	0.301845505199869	0.832	0.648	3.20979693013868e-10	1	MYH9
1868	2.85743528680649e-11	-0.343339496010947	0	0.196	3.3522535098114e-10	1	SH2D1A
1869	2.93782024783128e-11	-0.331231826999119	0.005	0.205	3.44362538496853e-10	1	FLT3LG
1870	2.94173901180442e-11	-0.439085404709595	0.131	0.366	3.44528668448829e-10	1	DENND2D
1871	2.99083537866438e-11	-0.252778629755528	0.995	1	3.49981101702162e-10	1	MT-CYB
1872	3.03201694255425e-11	0.258007514930184	0.288	0.117	3.54498890915108e-10	1	GLMP
1873	3.11505535194728e-11	-0.389891458047873	0.749	0.86	3.63898705363613e-10	1	FUS
